name	A549_WT_01dex_A	A549_WT_01dex_B	A549_WT_0dex_A	A549_WT_0dex_B	A549_WT_100dex_A	A549_WT_100dex_B	U20S_WT_01dex_A	U20S_WT_01dex_B	U20S_WT_0dex_A	U20S_WT_0dex_B	U20S_WT_100dex_A	U20S_WT_100dex_B	length
18649	ZCCHC3	94	323	111	293	175	170	111	206	103	184	46	129	2760
18650	ZCCHC4	49	143	48	160	64	78	100	124	34	130	24	114	40355
18651	ZCCHC6	559	1412	539	1274	1263	1271	736	716	344	774	308	829	66719
18652	ZCCHC7	840	2046	783	2091	1179	1335	1036	1116	446	1396	359	1156	237553
18653	ZCCHC8	295	756	377	770	485	518	600	533	357	799	232	526	29405
18654	ZCCHC9	80	212	75	172	114	130	145	142	52	155	56	162	11566
18655	ZCRB1	73	290	102	309	136	201	151	217	98	185	93	283	14046
18656	ZCWPW1	306	683	467	753	480	544	279	278	208	297	169	332	27938
18657	ZCWPW2	58	151	52	162	89	105	87	88	55	116	43	122	177219
18658	ZDBF2	59	175	60	170	98	105	207	244	93	240	71	235	39401
18659	ZDHHC1	389	1045	417	1079	678	689	390	488	280	462	181	506	22019
18660	ZDHHC11	48	186	68	229	103	135	93	119	94	194	49	144	55383
18661	ZDHHC11B	19	46	16	47	15	23	17	27	20	32	9	28	56566
18662	ZDHHC12	109	355	132	338	177	267	119	195	116	179	61	190	3262
18663	ZDHHC13	208	623	189	605	317	375	260	317	133	409	87	287	59277
18664	ZDHHC14	278	788	261	743	573	650	440	545	201	493	223	606	292422
18665	ZDHHC15	0	0	0	1	0	0	71	97	26	52	32	58	73184
18666	ZDHHC16	136	315	131	327	208	268	165	208	147	259	72	209	11241
18667	ZDHHC17	284	778	216	717	400	458	470	625	241	764	137	440	89445
18668	ZDHHC18	192	583	169	546	410	499	268	286	155	357	163	425	29012
18669	ZDHHC19	3	10	1	5	1	3	2	1	1	2	1	1	13979
18670	ZDHHC2	167	424	147	411	245	265	225	259	144	381	62	168	66407
18671	ZDHHC20	178	522	161	525	290	344	377	418	182	490	117	414	86800
18672	ZDHHC21	163	443	166	413	305	274	238	269	133	336	102	268	82477
18673	ZDHHC22	0	6	1	4	0	4	6	7	6	6	0	8	10523
18674	ZDHHC23	21	43	7	39	18	27	38	39	31	67	11	40	15474
18675	ZDHHC24	114	394	158	389	219	237	113	169	54	135	48	157	10619
18676	ZDHHC3	239	793	223	727	527	554	723	941	399	928	309	864	60923
18677	ZDHHC4	86	222	95	211	116	151	253	233	115	219	133	355	11547
18678	ZDHHC5	274	864	235	815	465	520	393	482	204	635	174	414	33187
18679	ZDHHC6	227	634	194	604	326	413	262	359	140	375	132	373	16671
18680	ZDHHC7	376	1166	552	1206	718	837	660	885	399	894	332	994	37077
18681	ZDHHC8	71	263	93	259	162	184	301	386	253	531	144	422	16168
18682	ZDHHC9	86	232	106	249	421	393	81	151	39	102	138	492	40299
18683	ZEB1	419	1160	344	1021	650	696	672	699	246	729	258	822	208195
18684	ZEB2	764	1446	733	1393	1524	1332	91	112	23	81	30	90	136018
18685	ZER1	309	777	326	781	518	562	378	391	178	436	169	356	42150
18686	ZFAND1	170	545	261	497	195	401	404	558	218	535	188	582	18392
18687	ZFAND2A	167	390	206	445	249	328	156	171	102	198	95	172	7314
18688	ZFAND2B	15	60	26	63	25	25	39	50	53	100	10	52	2869
18689	ZFAND3	1312	3532	1090	3458	2046	2240	5276	6697	2627	7229	1980	6102	335095
18690	ZFAND4	94	315	87	290	149	179	182	288	100	272	90	287	57233
18691	ZFAND5	980	3401	1064	3333	3007	3834	1159	2121	355	1220	1021	3411	13169
18692	ZFAND6	393	996	365	1039	518	556	352	438	158	508	111	297	39979
18693	ZFAT	381	1060	417	1075	689	686	790	864	380	928	342	934	218772
18694	ZFC3H1	476	1344	492	1330	728	847	606	648	377	862	235	547	54372
18695	ZFHX2	193	493	249	491	319	330	126	166	132	246	50	143	30796
18696	ZFHX3	2228	6203	2407	5670	3439	3839	3856	4472	1966	4389	1886	4479	265492
18697	ZFHX4	159	487	193	482	291	310	742	779	316	755	315	702	186007
18698	ZFP1	86	211	93	206	122	141	179	171	96	202	44	171	23185
18699	ZFP14	210	586	226	558	297	382	354	363	218	557	43	146	44752
18700	ZFP2	8	28	16	31	26	18	135	141	102	186	39	83	37320
18701	ZFP28	28	92	32	76	50	56	45	57	27	81	17	44	14189
18702	ZFP3	76	142	57	184	101	102	95	95	43	132	44	114	17917
18703	ZFP30	196	564	233	531	339	413	501	391	366	605	95	241	24458
18704	ZFP36	359	1027	368	879	1702	1997	542	1173	157	298	465	1017	2567
18705	ZFP36L1	1920	5373	2750	6542	3342	4093	3013	3868	1829	4204	1308	2757	6261
18706	ZFP36L2	621	1467	972	1663	1416	1754	644	863	424	759	310	675	4206
18707	ZFP37	63	169	65	163	80	95	54	65	39	76	22	55	14978
18708	ZFP41	261	587	270	547	403	376	299	322	160	344	119	343	6665
18709	ZFP42	0	1	0	2	0	1	1	3	0	0	0	0	9281
18710	ZFP57	0	0	0	0	0	0	0	0	0	0	0	0	4764
18711	ZFP62	223	630	279	668	354	454	385	449	199	440	192	450	13677
18712	ZFP69	0	1	0	2	0	0	33	36	23	40	7	44	18715
18713	ZFP69B	8	32	6	26	16	22	62	74	29	106	20	90	13055
18714	ZFP82	59	190	52	170	108	108	598	710	396	1224	81	264	30046
18715	ZFP90	216	615	209	576	342	384	301	387	139	409	77	275	27925
18716	ZFP91	239	818	210	753	304	447	516	688	264	793	165	577	42438
18717	ZFP92	1	5	2	6	6	6	8	6	6	13	2	12	3307
18718	ZFPL1	89	235	89	227	131	170	194	184	85	230	74	181	4182
18719	ZFPM1	499	1822	634	1775	975	1123	1120	1533	984	1607	667	1958	81562
18720	ZFPM2	14	32	13	22	16	9	548	817	249	869	210	759	485622
18721	ZFR	532	1574	522	1530	923	1045	1479	1818	709	2125	511	1674	90417
18722	ZFR2	0	0	1	5	1	2	0	1	1	1	0	0	17218
18723	ZFX	757	1836	595	1604	1124	1200	486	519	213	565	180	498	66354
18724	ZFY	35	97	46	72	55	55	0	0	0	2	0	0	47031
18725	ZFYVE1	62	205	93	241	110	142	76	73	54	147	28	71	17513
18726	ZFYVE16	90	250	106	271	107	159	137	149	71	181	72	178	32365
18727	ZFYVE19	169	431	150	375	223	219	166	171	110	233	44	115	7495
18728	ZFYVE21	116	433	178	413	244	299	162	221	136	290	59	159	17926
18729	ZFYVE26	402	1288	408	1149	631	717	925	1055	429	1152	343	1040	70071
18730	ZFYVE27	283	953	271	756	518	555	378	537	207	522	175	539	22432
18731	ZFYVE28	12	46	20	62	17	29	4	4	3	7	2	6	34626
18732	ZFYVE9	225	486	208	529	335	365	455	517	209	518	173	459	204594
18733	ZG16	0	0	0	0	0	0	0	0	2	1	0	1	3410
18734	ZG16B	2	1	5	1	0	4	0	0	0	0	0	0	2114
18735	ZGLP1	51	127	53	107	72	76	68	94	47	88	25	79	4756
18736	ZGPAT	139	521	174	493	238	363	258	400	178	398	111	371	28116
18737	ZGRF1	88	270	80	254	103	165	412	470	201	510	148	437	97664
18738	ZHX1	90	265	104	291	175	165	378	418	196	425	144	469	26039
18739	ZHX1-C8orf76	286	773	357	805	488	533	836	1074	579	1098	459	1294	48300
18740	ZHX2	989	2145	945	2202	1394	1225	674	728	349	780	361	1004	192855
18741	ZHX3	166	364	115	337	296	308	611	701	219	724	215	633	121652
18742	ZIC1	0	1	0	2	1	0	0	0	0	0	1	1	7327
18743	ZIC2	86	253	121	267	114	139	7	10	3	7	13	10	5019
18744	ZIC3	0	0	0	0	0	0	7	17	9	10	15	43	5915
18745	ZIC4	0	0	0	0	0	0	0	0	0	0	0	1	18238
18746	ZIC5	204	796	388	848	313	498	2	0	0	2	1	1	8947
18747	ZIK1	1	0	0	1	0	0	105	104	61	98	39	117	9916
18748	ZIM2	0	0	1	2	1	0	118	138	115	198	47	126	66184
18749	ZIM3	0	0	0	0	0	0	0	1	0	2	0	0	11108
18750	ZKSCAN1	318	816	322	820	477	567	499	599	239	579	188	559	26139
18751	ZKSCAN2	152	516	200	493	276	360	208	301	109	268	94	326	21535
18752	ZKSCAN3	122	266	124	266	164	176	189	188	137	258	67	184	19265
18753	ZKSCAN4	62	183	73	184	105	123	78	111	55	107	44	143	10593
18754	ZKSCAN5	143	383	127	383	240	286	236	234	134	298	86	240	27819
18755	ZKSCAN7	0	0	0	0	0	0	24	25	8	20	9	22	16985
18756	ZKSCAN8	124	334	105	320	193	181	291	297	150	392	115	318	17263
18757	ZMAT1	91	238	97	349	164	175	114	197	76	204	80	170	49780
18758	ZMAT2	63	177	43	139	70	96	83	71	31	92	33	95	6323
18759	ZMAT3	60	195	55	227	95	107	357	352	190	475	107	304	54647
18760	ZMAT4	231	579	248	546	366	398	97	97	44	124	38	95	367236
18761	ZMAT5	138	415	183	472	244	308	230	312	156	280	103	290	36026
18762	ZMIZ1	7366	17464	8110	17854	8588	9460	2908	3423	1994	3895	1243	3076	247495
18763	ZMIZ2	340	791	323	769	402	436	486	478	284	571	214	602	13695
18764	ZMPSTE24	99	322	87	271	165	183	332	432	195	521	129	436	36136
18765	ZMYM1	85	261	65	276	128	166	196	229	101	261	88	241	36498
18766	ZMYM2	305	863	357	1001	444	492	497	629	279	900	138	423	109077
18767	ZMYM3	72	247	104	280	129	147	135	129	111	215	50	133	4986
18768	ZMYM4	342	938	342	883	503	581	692	644	335	879	255	574	152979
18769	ZMYM5	96	296	100	305	157	174	124	145	77	212	55	103	26185
18770	ZMYM6	91	290	119	319	142	211	189	226	103	261	61	204	45805
18771	ZMYND10	17	65	29	70	35	38	45	52	32	41	25	43	4642
18772	ZMYND11	218	551	210	554	332	351	106	77	59	148	50	131	69798
18773	ZMYND12	50	157	96	145	92	121	165	169	95	167	55	223	25940
18774	ZMYND15	13	28	13	30	14	15	2	4	0	4	1	2	6106
18775	ZMYND19	109	370	152	352	210	325	170	287	152	277	79	259	8408
18776	ZMYND8	674	1731	607	1494	1535	1698	2818	3562	683	1348	1409	3934	58767
18777	ZNF10	33	81	22	83	42	48	90	111	46	132	38	107	28839
18778	ZNF100	0	0	0	0	0	0	0	0	0	0	0	0	43589
18779	ZNF101	31	107	22	117	50	74	33	61	24	66	15	26	14720
18780	ZNF106	47	151	60	191	95	119	220	242	132	327	49	141	45132
18781	ZNF107	133	548	131	440	200	293	347	411	180	468	156	468	45501
18782	ZNF112	151	400	129	361	233	237	142	178	89	194	71	184	30153
18783	ZNF114	87	495	117	470	211	458	555	487	75	106	301	497	16365
18784	ZNF117	19	48	21	47	37	29	14	11	9	29	3	10	16586
18785	ZNF12	215	484	185	521	333	335	442	535	203	532	205	528	18504
18786	ZNF121	65	228	67	195	105	135	174	275	106	307	59	242	18807
18787	ZNF124	38	98	26	104	41	67	72	83	29	93	21	74	17030
18788	ZNF131	222	654	184	605	313	405	602	766	320	871	231	712	54730
18789	ZNF132	2	9	1	7	2	8	0	0	0	0	0	0	7410
18790	ZNF133	156	456	135	458	241	318	147	150	73	226	74	175	28770
18791	ZNF134	169	382	116	347	182	233	218	249	89	271	67	213	10500
18792	ZNF135	0	0	0	0	0	0	29	24	9	21	13	17	4699
18793	ZNF136	31	100	27	102	44	65	144	220	59	168	76	203	26836
18794	ZNF138	65	207	46	184	102	117	149	178	66	169	47	150	39295
18795	ZNF14	53	119	47	115	57	63	39	34	20	60	18	38	22642
18796	ZNF140	102	253	104	278	147	200	199	327	86	293	75	283	27473
18797	ZNF141	56	137	38	115	73	78	105	137	47	139	51	121	23449
18798	ZNF142	179	529	215	518	273	372	444	516	312	667	189	488	21626
18799	ZNF143	178	385	139	340	244	260	438	520	186	534	148	425	67561
18800	ZNF146	328	1047	314	998	541	683	430	565	207	651	171	514	24174
18801	ZNF148	175	510	169	503	338	334	490	591	196	725	175	519	83213
18802	ZNF154	2	1	0	1	1	1	5	20	6	20	4	9	12938
18803	ZNF155	60	127	42	122	69	92	156	143	108	216	66	135	14157
18804	ZNF157	0	6	0	6	5	5	29	27	17	27	5	28	43101
18805	ZNF16	141	533	173	549	258	387	477	647	273	607	200	589	20532
18806	ZNF160	67	188	71	181	98	158	64	106	29	104	28	76	14146
18807	ZNF165	19	101	20	70	34	38	59	70	30	92	18	54	8861
18808	ZNF169	121	341	92	318	151	211	140	152	71	231	48	123	42565
18809	ZNF17	58	196	50	166	82	104	48	52	31	63	26	60	10780
18810	ZNF174	28	69	34	84	50	48	29	33	24	41	18	25	3855
18811	ZNF175	104	320	79	294	152	168	162	222	86	233	75	207	18503
18812	ZNF177	4	6	2	10	3	6	4	4	6	10	1	17	6303
18813	ZNF18	116	527	169	536	193	338	128	221	98	164	102	242	19935
18814	ZNF180	332	1003	271	846	544	620	398	462	195	551	155	436	26097
18815	ZNF181	120	229	57	215	132	156	112	82	44	91	39	85	8296
18816	ZNF182	190	373	157	417	347	233	253	168	160	233	142	217	29129
18817	ZNF184	72	232	108	237	117	174	189	205	101	198	97	215	22158
18818	ZNF185	68	137	73	140	112	78	263	249	139	289	98	244	31812
18819	ZNF189	244	630	236	554	433	475	1849	2767	273	315	1738	5430	11808
18820	ZNF19	103	357	116	320	199	247	204	249	96	232	71	234	15280
18821	ZNF195	192	605	289	577	350	449	338	474	175	437	170	547	21297
18822	ZNF197	109	343	98	296	186	215	348	457	174	420	149	409	23454
18823	ZNF2	85	297	76	274	153	193	205	193	103	237	72	215	18902
18824	ZNF20	8	11	7	10	15	4	239	218	109	246	69	177	9059
18825	ZNF200	160	482	223	477	278	308	302	366	230	424	132	356	12863
18826	ZNF202	57	191	59	142	84	123	93	115	54	118	39	136	7060
18827	ZNF205	57	200	66	211	135	142	66	80	43	84	30	107	7940
18828	ZNF207	296	752	231	849	431	491	438	611	214	633	159	548	20313
18829	ZNF208	0	0	0	0	0	0	0	1	0	1	0	1	44850
18830	ZNF211	44	153	44	146	90	81	39	42	26	64	19	37	10881
18831	ZNF212	99	265	65	250	125	144	123	174	57	162	58	172	15960
18832	ZNF213	64	216	83	194	113	150	80	72	52	87	16	105	7673
18833	ZNF214	42	130	58	131	79	77	148	174	87	104	99	247	23275
18834	ZNF215	16	26	6	23	7	14	115	124	39	123	38	125	30387
18835	ZNF217	585	1736	670	1681	896	1176	705	691	264	645	288	644	16028
18836	ZNF219	127	408	182	412	246	259	140	177	120	259	69	161	8605
18837	ZNF22	30	52	23	65	35	30	215	281	96	275	97	351	4506
18838	ZNF221	19	49	11	54	23	27	99	81	82	156	15	42	16357
18839	ZNF222	34	117	36	106	74	59	49	51	45	89	13	42	7770
18840	ZNF223	78	239	77	227	135	149	92	138	62	121	40	95	15985
18841	ZNF224	140	361	117	336	168	243	103	154	65	177	33	102	15503
18842	ZNF225	99	276	71	288	132	192	69	94	62	144	23	80	21456
18843	ZNF226	77	173	74	176	106	116	133	93	65	138	47	99	10267
18844	ZNF227	104	262	78	233	137	174	143	154	77	211	38	119	24742
18845	ZNF229	80	250	69	236	154	145	2	0	1	5	3	1	22228
18846	ZNF23	212	648	305	572	299	489	422	493	189	443	138	520	14628
18847	ZNF230	49	164	49	158	72	117	66	69	47	100	14	44	10997
18848	ZNF232	24	122	49	159	53	101	117	122	99	196	44	120	6542
18849	ZNF233	2	23	8	29	14	14	0	0	0	4	0	0	15405
18850	ZNF234	70	168	48	155	105	145	106	108	72	199	21	61	18754
18851	ZNF235	88	288	110	328	117	229	52	94	63	112	26	69	18679
18852	ZNF236	372	1149	409	1070	587	696	519	535	262	594	177	494	146569
18853	ZNF239	16	37	13	36	29	18	202	217	77	223	78	329	12117
18854	ZNF24	90	312	145	295	113	235	151	194	95	204	73	216	5586
18855	ZNF248	125	454	130	458	163	269	147	198	121	219	75	223	28873
18856	ZNF25	90	281	86	250	152	186	87	131	52	123	55	148	27085
18857	ZNF250	447	1218	461	1172	614	792	595	815	421	959	260	697	24512
18858	ZNF251	0	0	0	0	0	0	0	0	0	0	0	0	34678
18859	ZNF253	0	0	0	1	0	2	0	1	0	0	0	0	27581
18860	ZNF254	106	292	103	305	155	181	19	20	9	38	3	17	20194
18861	ZNF256	14	46	14	35	13	26	67	109	40	96	46	126	6878
18862	ZNF257	0	1	1	0	0	0	2	2	0	4	0	1	38657
18863	ZNF26	71	247	91	176	143	126	141	185	86	208	103	327	26222
18864	ZNF260	157	450	165	457	262	331	187	226	129	308	50	227	17661
18865	ZNF263	145	381	176	362	198	256	182	201	100	240	61	200	7975
18866	ZNF264	156	453	159	389	260	314	268	260	133	292	114	247	31348
18867	ZNF266	65	180	68	135	95	100	192	226	103	222	71	226	23154
18868	ZNF267	196	554	155	550	271	325	215	280	110	300	83	237	43552
18869	ZNF268	203	552	121	442	294	260	392	424	138	395	141	361	25640
18870	ZNF273	46	157	37	136	73	89	130	167	56	182	53	158	28337
18871	ZNF274	337	976	264	936	459	623	734	846	326	840	262	639	30575
18872	ZNF275	148	383	131	364	237	237	267	331	176	347	105	287	18773
18873	ZNF276	391	1047	439	1077	629	754	890	1229	555	1234	506	1380	19383
18874	ZNF277	322	815	264	774	548	618	360	450	171	522	146	510	137348
18875	ZNF28	9	26	6	21	14	12	36	50	27	46	17	46	24263
18876	ZNF280A	0	0	0	0	0	0	0	0	0	0	0	0	6547
18877	ZNF280B	0	0	0	0	0	0	0	0	0	0	0	0	24768
18878	ZNF280C	295	807	334	790	466	542	237	327	130	346	139	351	66251
18879	ZNF280D	325	788	315	830	472	566	423	545	256	531	166	470	36333
18880	ZNF281	333	743	393	631	672	737	425	349	217	336	145	336	5113
18881	ZNF282	374	1180	412	1075	601	715	414	483	231	515	202	559	30788
18882	ZNF283	56	159	53	186	65	116	256	358	142	534	48	215	21579
18883	ZNF284	27	51	15	44	26	33	76	67	50	100	18	32	17471
18884	ZNF285	22	53	20	74	37	36	30	22	11	22	10	25	15967
18885	ZNF286A	33	110	34	104	43	61	22	28	13	55	14	24	21212
18886	ZNF286B	11	27	19	35	22	31	16	22	15	28	11	11	23832
18887	ZNF287	96	303	106	294	152	190	94	125	55	118	66	240	22251
18888	ZNF292	385	1100	334	1046	515	671	657	785	279	913	274	759	110396
18889	ZNF296	37	83	47	92	72	55	25	48	27	49	18	44	5090
18890	ZNF3	184	505	227	507	286	404	246	307	178	298	111	341	11795
18891	ZNF30	59	172	60	175	83	104	32	33	10	62	17	30	18271
18892	ZNF300	68	126	107	116	98	88	68	62	31	63	16	78	10593
18893	ZNF302	139	351	113	315	169	223	163	195	65	201	43	220	8760
18894	ZNF304	45	104	40	91	44	58	55	65	29	84	35	87	8626
18895	ZNF311	0	0	0	0	0	0	0	0	0	0	0	0	9282
18896	ZNF316	291	869	361	829	487	597	643	762	486	1006	260	727	20959
18897	ZNF317	155	459	172	406	272	281	359	341	174	350	150	375	23037
18898	ZNF318	109	346	114	366	186	216	216	247	177	345	92	206	33375
18899	ZNF319	275	643	408	638	382	409	119	163	122	178	77	160	5192
18900	ZNF32	60	146	89	132	99	109	197	194	117	198	90	216	4942
18901	ZNF320	3	1	0	2	0	1	97	171	85	182	70	198	21465
18902	ZNF322	96	296	89	236	163	153	230	291	111	282	82	230	25371
18903	ZNF324	110	467	149	420	221	271	55	48	28	78	17	50	6535
18904	ZNF324B	58	163	57	233	96	111	12	9	6	23	6	14	6230
18905	ZNF326	59	148	28	150	83	76	82	97	25	139	26	98	11356
18906	ZNF329	97	287	167	348	207	262	150	177	120	215	92	184	24455
18907	ZNF330	68	197	60	182	116	110	84	134	42	171	40	106	13812
18908	ZNF331	88	240	64	217	108	128	92	95	72	144	45	70	24964
18909	ZNF333	94	203	78	205	131	141	133	134	94	159	60	125	31858
18910	ZNF334	2	1	0	2	2	1	329	397	218	368	170	432	13944
18911	ZNF335	307	749	327	793	444	487	662	764	489	948	242	672	23543
18912	ZNF337	127	452	105	465	205	319	117	105	54	131	56	139	13746
18913	ZNF33A	156	427	117	410	208	267	191	274	73	247	69	223	49419
18914	ZNF33B	148	380	134	419	257	304	443	655	253	646	210	583	49755
18915	ZNF34	494	1356	528	1383	736	989	762	1250	654	1255	426	1193	15123
18916	ZNF341	222	585	265	572	404	429	300	376	119	262	326	802	60511
18917	ZNF343	93	311	131	339	180	240	77	106	53	98	44	94	17076
18918	ZNF345	6	20	7	13	9	8	78	102	45	124	19	62	27926
18919	ZNF346	283	788	264	733	449	453	454	535	267	682	183	545	45304
18920	ZNF347	2	1	2	0	1	0	157	164	88	197	45	165	20358
18921	ZNF35	68	181	53	150	92	107	211	210	84	226	65	198	12052
18922	ZNF350	65	172	56	147	98	120	133	185	83	165	47	167	22488
18923	ZNF354A	77	242	141	217	147	191	189	281	176	277	112	360	19183
18924	ZNF354B	78	271	81	244	126	178	165	231	97	259	62	200	24472
18925	ZNF354C	30	64	14	57	34	35	160	186	78	206	78	177	23564
18926	ZNF358	63	237	135	262	167	192	86	81	71	100	33	78	4909
18927	ZNF362	341	1023	321	900	523	613	415	445	210	454	153	348	44148
18928	ZNF366	6	20	6	22	25	16	88	76	10	23	35	83	67525
18929	ZNF367	280	978	354	985	485	597	769	978	558	1063	274	752	32448
18930	ZNF37A	27	68	18	64	26	42	31	26	23	57	19	39	21358
18931	ZNF382	1	5	1	4	1	1	1	0	1	4	1	2	23294
18932	ZNF383	108	304	95	253	170	219	140	131	53	123	56	114	17462
18933	ZNF384	247	716	243	658	371	472	456	490	289	558	196	474	22900
18934	ZNF385A	107	292	155	309	281	179	144	185	176	282	45	186	15603
18935	ZNF385B	5	3	0	10	3	5	36	39	17	40	14	25	120611
18936	ZNF385C	23	82	26	48	28	44	31	28	27	30	5	32	12452
18937	ZNF385D	2	10	2	7	3	4	289	288	79	199	199	539	330328
18938	ZNF391	14	39	13	36	22	23	85	82	48	97	34	82	15191
18939	ZNF394	59	191	78	197	107	154	60	83	42	88	26	101	7079
18940	ZNF395	204	637	196	651	314	368	343	396	188	436	156	395	40877
18941	ZNF396	37	68	30	87	29	62	27	45	15	46	17	38	4045
18942	ZNF397	71	222	57	181	137	136	171	167	53	161	60	154	6161
18943	ZNF398	195	542	169	516	282	326	158	159	90	193	69	120	35576
18944	ZNF404	0	1	0	4	0	0	48	62	40	128	5	24	11603
18945	ZNF407	223	571	178	533	309	381	505	687	222	682	204	562	173666
18946	ZNF408	76	202	69	219	114	156	121	108	80	188	47	141	4824
18947	ZNF41	135	290	113	282	198	204	240	195	131	245	82	162	22493
18948	ZNF410	276	721	241	619	421	426	752	869	372	980	293	843	45675
18949	ZNF414	56	212	126	225	112	186	113	131	82	128	55	171	2834
18950	ZNF415	0	0	0	0	1	0	21	32	20	44	8	34	21832
18951	ZNF416	93	285	89	243	135	180	59	103	46	125	35	103	7363
18952	ZNF417	38	148	48	156	68	93	42	54	31	58	16	50	10838
18953	ZNF418	59	141	61	139	72	123	112	142	50	128	73	139	13505
18954	ZNF419	27	124	24	83	28	41	30	39	13	54	14	28	6971
18955	ZNF420	76	258	75	280	134	179	146	156	84	254	40	124	52147
18956	ZNF423	13	53	13	31	26	23	53	57	30	60	23	60	176702
18957	ZNF425	265	641	300	720	335	498	204	271	108	216	81	191	23564
18958	ZNF426	23	47	22	49	26	34	142	217	100	200	70	239	15423
18959	ZNF428	187	584	271	502	284	376	254	376	179	368	119	329	12640
18960	ZNF429	1	4	0	4	4	1	55	53	43	53	27	39	35118
18961	ZNF43	138	430	146	447	233	307	1	2	2	1	2	0	31261
18962	ZNF430	8	45	22	51	22	30	52	80	25	69	11	40	39428
18963	ZNF431	56	185	55	199	88	92	4	5	2	5	0	2	43994
18964	ZNF432	65	220	76	209	125	150	230	248	106	293	88	201	17184
18965	ZNF433	0	0	0	1	0	0	41	73	35	75	24	54	21026
18966	ZNF436	86	268	107	321	175	197	78	100	64	141	31	107	8940
18967	ZNF438	181	421	142	422	246	245	246	304	121	288	108	317	154885
18968	ZNF439	0	0	0	0	0	0	4	2	4	10	3	1	3464
18969	ZNF44	5	37	14	25	5	20	46	62	34	73	21	58	22806
18970	ZNF440	2	2	2	2	0	2	38	52	34	65	18	38	20911
18971	ZNF441	1	1	0	1	1	2	57	75	25	71	14	76	17080
18972	ZNF442	2	0	0	1	2	1	85	90	38	71	17	79	16292
18973	ZNF443	18	47	24	54	23	41	28	21	16	22	9	26	11408
18974	ZNF444	258	710	273	745	363	455	281	364	162	378	118	290	19729
18975	ZNF445	118	437	137	398	203	253	374	502	228	546	167	534	37902
18976	ZNF446	71	232	62	251	116	154	14	18	11	20	7	19	4057
18977	ZNF449	57	148	44	133	78	92	60	47	21	66	9	49	18644
18978	ZNF45	245	621	268	561	303	398	214	204	150	363	56	172	22637
18979	ZNF451	85	263	77	245	126	155	364	452	164	502	166	514	19688
18980	ZNF454	0	1	1	1	0	1	24	38	17	43	23	49	19733
18981	ZNF460	97	332	95	363	168	207	155	216	86	228	66	194	13086
18982	ZNF461	264	846	345	904	392	585	210	230	109	251	80	231	30234
18983	ZNF462	393	1092	393	1088	514	549	1650	1953	842	2146	584	1452	150539
18984	ZNF467	22	74	27	86	13	22	73	34	101	118	14	28	9299
18985	ZNF468	2	17	13	24	6	13	66	90	55	77	42	128	19119
18986	ZNF469	272	830	354	782	456	448	167	204	149	232	88	217	13288
18987	ZNF470	56	143	46	133	79	98	81	109	44	140	26	86	15375
18988	ZNF471	6	13	5	11	3	11	63	75	31	70	12	58	22373
18989	ZNF473	158	437	184	480	242	325	455	548	311	637	187	509	22885
18990	ZNF474	26	71	16	53	49	24	37	33	21	32	20	44	24060
18991	ZNF479	0	0	0	0	0	0	1	1	0	0	0	1	20252
18992	ZNF48	289	747	401	893	444	569	246	241	171	321	100	219	4691
18993	ZNF480	214	626	181	577	303	411	277	360	103	293	94	272	28760
18994	ZNF483	64	235	50	209	100	119	1	0	0	4	0	1	30260
18995	ZNF484	102	234	84	278	144	164	188	205	128	236	72	220	33775
18996	ZNF485	12	67	19	61	42	49	110	115	27	127	37	126	11499
18997	ZNF486	0	2	0	1	0	0	0	0	0	2	0	1	33278
18998	ZNF487	114	280	123	309	202	226	270	236	149	286	109	249	46072
18999	ZNF488	90	307	92	265	181	193	151	148	102	154	92	158	18844
19000	ZNF490	101	233	91	238	117	150	85	104	71	128	51	148	34705
19001	ZNF491	0	0	0	0	0	0	1	0	1	1	1	1	9917
19002	ZNF492	0	0	0	0	0	1	52	55	21	56	11	26	33348
19003	ZNF493	3	1	4	2	1	2	1	0	0	1	0	0	11682
19004	ZNF496	213	675	254	621	364	403	506	580	282	591	207	524	25240
19005	ZNF497	349	943	413	948	501	679	223	272	138	214	113	232	8493
19006	ZNF500	224	628	263	642	338	410	273	350	203	362	138	358	16406
19007	ZNF501	2	0	0	1	0	1	47	52	18	41	18	52	7479
19008	ZNF502	27	100	23	99	38	65	80	97	23	70	39	109	11190
19009	ZNF503	476	790	403	1049	462	556	208	171	206	336	56	146	4066
19010	ZNF506	0	7	2	5	3	6	0	0	0	0	0	0	29042
19011	ZNF507	736	1955	657	1793	1117	1318	626	724	261	672	268	685	42061
19012	ZNF510	160	366	183	377	205	257	207	264	140	301	120	320	23519
19013	ZNF511	45	98	39	109	51	79	58	68	31	56	14	71	4275
19014	ZNF512	117	360	114	344	208	254	299	349	116	337	123	331	40248
19015	ZNF512B	179	597	232	556	326	342	87	150	95	213	47	122	13168
19016	ZNF513	231	543	256	631	390	378	151	190	174	260	58	150	3215
19017	ZNF514	126	377	141	377	244	255	258	289	178	349	112	295	14587
19018	ZNF516	391	968	413	953	644	810	1828	2167	850	1887	911	2354	137510
19019	ZNF517	130	383	149	357	244	305	115	125	87	167	55	105	10270
19020	ZNF518A	133	381	121	354	230	217	354	379	130	359	128	434	33141
19021	ZNF518B	139	338	111	301	168	222	516	563	259	593	220	599	17530
